day,slot_time,slot_name,slot_presentation_count,slot_cross_platform_count,presentation_id,presentation_number,posterboard_number,title,session_title,start,affiliation,products,source_keywords,presentation_url
Apr 21,9:00 AM,Morning,61,4,10765,4957,14,Spatially resolved profiling of the tumor microenvironment and therapeutic response in SMARCB1-deficient epithelioid sarcoma,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Computational Oncology, Memorial Sloan Kettering Cancer Center, New York, NY",Xenium,Xenium; Xenium + 5K; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/10765
Apr 21,9:00 AM,Morning,61,4,10775,4965,22,Sarcomatoid transformation rewires the immune spatial landscape and checkpoint regulation in chromophobe renal cell carcinoma,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Department of Medicine, Harvard Medical School/Brigham and Women's Hospital, Boston, MA | Tempus AI, Inc., Chigaco, IL | Indiana University School of Medicine, Indianapolis, IN | Department of Pathology, Harvard Medical School / Brigham and Women's Hospital, Boston, MA | Genitourinary Medical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX",Xenium,Xenium; Xenium + 5K; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/10775
Apr 21,9:00 AM,Morning,61,4,10749,4945,2,Distinct colorectal cancer tumor cell subtypes revealed by single-cell and spatial transcriptomics,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Sungkyunkwan University, Seoul, Korea, Republic of | University of Ulsan College of Medicine, Seoul | Translational Genomics Center, Seoul, Korea, Republic of | GENINUS, Seoul, Korea, Republic of",Xenium; Visium,Xenium; Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/10749
Apr 21,9:00 AM,Morning,61,4,1321,4244,12,Investigating the spatial immune tumor microenvironment of dermatofibrosarcoma protuberans,Adaptive Immunity in Cancer,4/21/2026 9:00:00 AM,"Cell, Developmental and Cancer Biology, Oregon Health & Science University, Portland, OR | Cancer Early Detection Advanced Research Center, Oregon Health & Science University, Portland, OR | Department of Dermatology, Oregon Health & Science University, Portland, OR",Visium,Visium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/1321
Apr 21,9:00 AM,Morning,61,4,5504,4403,11,A fast and robust development process providing new highly internalized anti-hHER2 antibody-drug conjugates,Antibody Technologies and Platforms 2,4/21/2026 9:00:00 AM,"Mimabs, Marseille, France",Beacon,Beacon + Bruker; Bruker,https://www.abstractsonline.com/pp8/#!/21436/presentation/5504
Apr 21,9:00 AM,Morning,61,4,1524,4788,6,"PSMA-expressing tumor vasculature in renal cell carcinoma: spatial, functional, and therapeutic implications",Angiogenesis,4/21/2026 9:00:00 AM,"Department of Urology, Ehime University Graduate School of Medicine, Toon, Japan | Department of Biochemistry and Molecular Genetics, Ehime University Graduate School of Medicine, Toon, Japan | Department of Cardiovascular and Thoracic Surgery, Ehime University Graduate School of Medicine, Toon, Japan | Department of Analytical Pathology, Ehime University Graduate School of Medicine, Toon, Japan | Division of Diagnostic Pathology, Ehime University Hospital, Toon, Japan | Department of Oncogenesis and Growth Regulation, Osaka International Cancer Institute, Osaka, Japan",Visium,Visium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/1524
Apr 21,9:00 AM,Morning,61,4,6980,4873,22,Reconstructing drug-tolerant persister (DTP) niches in iPSC-derived alveolar lung cancer organoids for spatio-temporal dissection of cell-cell interactions and ligand-receptor targets,"In Vitro Models 2: 2D, 3D, Organoids, and Spheroids",4/21/2026 9:00:00 AM,"Department of Respirology, Chiba University, Chiba, Japan | HiLung Inc., Kyoto, Japan | Department of Computational Biology and Medical Sciences, Graduate School of Frontier Sciences, The University of Tokyo, Kashiwa, Japan | Exploratory Oncology Research and Clinical Trial Center, National Cancer Center, Kashiwa, Japan",Xenium,Xenium; Xenium + 5K,https://www.abstractsonline.com/pp8/#!/21436/presentation/6980
Apr 21,9:00 AM,Morning,61,4,7526,4903,19,Explore the effects of Fusobacterium nucleatum on chemotherapy response in colorectal cancer at spatial and single-cell resolution,Microbiome-Tumor-Immune Crosstalk,4/21/2026 9:00:00 AM,"University of Minnesota, College of Pharmacy, Minneapolis, MN | Asst. Professor, Dept. of Medicine, University of Minnesota, Minneapolis, MN",Visium,Visium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/7526
Apr 21,9:00 AM,Morning,61,4,10753,4947,4,Spatially organized transcriptional programs and tumor-stroma interfaces shape immunotherapy response in microsatellite instability-high gastrointestinal cancers,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"UT MD Anderson Cancer Center, Houston, TX | Gastrointestinal Medical Oncology, UT MD Anderson Cancer Center, Houston, TX",Visium,Visium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/10753
Apr 21,9:00 AM,Morning,61,4,10761,4953,10,Spatial tissue architecture as a unifying principle of tumor and microenvironmental states in adult gliomas,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"AI in Oncology, German Cancer Research Center (DKFZ), Heidelberg, Germany | Department of Neuropathology, Institute of Pathology, Heidelberg University Hospital, Heidelberg, Germany | Department of Hematology, Oncology and Clinical Immunology, Medical Faculty and University Hospital Düsseldorf, Düsseldorf, Germany | Department of Neuropathology, Institute of Pathology, University Hospital Heidelberg, Heidelberg, Germany | Single Cell Open Lab, German Cancer Research Center (DKFZ), Heidelberg, Germany | Division of Experimental Neurosurgery, Department of Neurosurgery, Heidelberg University Hospital, Heidelberg, Germany | Department of Neurosurgery, University Hospital Mannheim, Medical Faculty Mannheim (UMM), University of Heidelberg, Mannheim, Germany | Department of Neurology, University Hospital Heidelberg, Heidelberg, Germany | Department of Neurosurgery, Heidelberg University Hospital, Heidelberg, Germany | Clinical Cooperation Unit Neuroimmunology and Brain Tumor Immunology, German Consortium for Translat, German Cancer Research Center (DKFZ), Heidelberg, Germany",Xenium,Xenium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/10761
Apr 21,9:00 AM,Morning,61,4,10762,4954,11,Integrated scRNAseq andspatial RNAseq analysis of aggressive prostatic adenocarcinoma identifies TIGIT-NECTIN 2/3 and TIGIT/PVRimmunosuppressive interactions,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Emory University, Atlanta, GA | Georgia Institute of Technology, Atlanta, GA | Indiana University, Indianapolis, IN",Visium,Visium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/10762
Apr 21,9:00 AM,Morning,61,4,10767,4958,15,Spatial transcriptomic profiling reveals heterogeneity in desmoplastic small round cell tumor,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Gerstner Sloan Kettering - Graduate School of Biomedical Sciences, New York, NY | Memorial Sloan Kettering Cancer Center, New York, NY | Herbert Irving Comprehensive Cancer Ctr., New York, NY | Chief, Division of Pediatric Hematology/, Memorial Sloan Kettering Cancer Center, New York, NY",Xenium,Xenium; Xenium + 5K,https://www.abstractsonline.com/pp8/#!/21436/presentation/10767
Apr 21,9:00 AM,Morning,61,4,10772,4962,19,Spatial transcriptomics reveals distinct ASCL1 and ASCL2 gene expression patterns in advanced prostate cancer,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Department of Urologic Surgery, University of California Davis, Sacramento, CA | Department of Pathology and Laboratory Medicine, University of California Davis, Sacramento, CA",Visium,Visium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/10772
Apr 21,9:00 AM,Morning,61,4,10549,4986,11,Identification of tumor microenvironment for high infiltration of lymphocytes in triple negative breast cancer,Tumor-Immune Crosstalk,4/21/2026 9:00:00 AM,"Seoul National University, Seoul, Korea, Republic of | Asan Medical Center, Seoul, Korea, Republic of",Xenium,Xenium; Xenium + 5K,https://www.abstractsonline.com/pp8/#!/21436/presentation/10549
Apr 21,9:00 AM,Morning,61,4,10558,4995,20,LAMP3+ migratory dendritic cells establish immune-accessible tumor microenvironment in non-Hodgkin lymphoma,Tumor-Immune Crosstalk,4/21/2026 9:00:00 AM,"Microbial Pathogenesis, Yale School of Medicine, New Haven, CT | Medical Oncology and Hematology, Yale School of Medicine, New Haven, CT",Xenium,Xenium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/10558
Apr 21,9:00 AM,Morning,61,4,9401,5197,15,Metabolically supercharged NK cells engineered with adenoviral E4ORF-1,Adoptive Cell Therapy 2,4/21/2026 9:00:00 AM,"UT MD Anderson Cancer Center, Houston, TX | Molecular and Cellular Oncology, UT MD Anderson Cancer Center, Houston, TX | Professor of Medicine, Dept. of Stem Cell Transplant & Cell Therapy, UT MD Anderson Cancer Center, Houston, TX",Incucyte,Incucyte; Bruker,https://www.abstractsonline.com/pp8/#!/21436/presentation/9401
Apr 21,9:00 AM,Morning,61,4,9341,5265,2,FLASH radiotherapy improves survival in mouse glioblastoma and spares circulating antigen reactive CD8+T-cells,Effects of Ionizing Radiation on Normal Tissues and FLASH Radiation Research,4/21/2026 9:00:00 AM,"Department of Neurosurgery, The University of Texas MD Anderson Cancer Center, Houston, TX | Department of Leukemia, The University of Texas MD Anderson Cancer Center, Houston, TX | Department of Radiation Physics, Division of Radiation Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX",Xenium,Xenium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/9341
Apr 21,9:00 AM,Morning,61,4,11667,LB302,2,Investigation of the immune microenvironment of breast cancer brain metastasis using single-cell spatial genomics,Late-Breaking Research: Tumor Biology 2,4/21/2026 9:00:00 AM,"University of California, Irvine, Irvine, CA",Xenium,Xenium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/11667
Apr 21,9:00 AM,Morning,61,4,11671,LB306,6,Spatial transcriptomics reveals primary-site endothelial EMT reprogramming that drives immunosuppression in metastatic uveal melanoma and predicts poor survival,Late-Breaking Research: Tumor Biology 2,4/21/2026 9:00:00 AM,"George Mason University, Fairfax, VA | University of New Mexico Health Sciences Center, Albuquerque, NM",Visium,Visium; 10X,https://www.abstractsonline.com/pp8/#!/21436/presentation/11671
Apr 21,9:00 AM,Morning,61,4,3021,4124,4,Cancer stem cells and where to find them: Their trajectories and implications in cancer evolution,Application of Bioinformatics to Cancer Biology 4,4/21/2026 9:00:00 AM,"Molecular Genetics, University of Toronto, Toronto, ON, Canada | Molecular Genetics, University of Oxford, Oxford, United Kingdom",Visium,Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/3021
Apr 21,9:00 AM,Morning,61,4,3026,4129,9,Spatial single-cell transcriptomic profiling reveals distinct immune and stromal landscapes across TIL/PD-L1-defined TNBC subtypes,Application of Bioinformatics to Cancer Biology 4,4/21/2026 9:00:00 AM,"Yonsei University, Seoul, Korea, Republic of | Gangnam Severance Hospital, Seoul, Korea, Republic of",Xenium,Xenium,https://www.abstractsonline.com/pp8/#!/21436/presentation/3026
Apr 21,9:00 AM,Morning,61,4,3044,4146,26,Melanocytic transcriptional state is an independent marker of survival in metastatic melanoma,Application of Bioinformatics to Cancer Biology 4,4/21/2026 9:00:00 AM,"University of Michigan, Ann Arbor, MI | Duke University, Durham, NC | University North Carolina, Chapel Hill, NC",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/3044
Apr 21,9:00 AM,Morning,61,4,3138,4166,16,Molecular diagnosis of lung tumors with a history of pancreatic cancer: Spatial profiling-based differential markers and functional insights into invasive mucinous adenocarcinoma,Digital Pathology 3,4/21/2026 9:00:00 AM,"Thoracic, Breast and Endocrinological Surgery, Okayama University Graduate School of Medicine, Dentistry and Pharmaceutical Sciences, Okayama, Japan | Center for Comprehensive Genomic Medicine, Okayama University Hospital, Okayama, Japan | Gastroenterological Surgery, Okayama University Graduate School of Medicine, Dentistry and Pharmaceutical Sciences, Okayama, Japan | Pathology and Oncology, Okayama University Graduate School of Medicine, Dentistry and Pharmaceutical Sciences, Okayama, Japan",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/3138
Apr 21,9:00 AM,Morning,61,4,3173,4175,2,Neoantigen-guided TCR discovery pipeline to improve specificity and reduce off-target toxicity in AML,Integrative Computational Approaches 2,4/21/2026 9:00:00 AM,"Biology and Biochemistry, University of Houston, Houston, TX | UT MD Anderson Cancer Center, Houston, TX",TCR Discovery,TCR Discovery,https://www.abstractsonline.com/pp8/#!/21436/presentation/3173
Apr 21,9:00 AM,Morning,61,4,3176,4179,6,Three-dimensional spatial multi-omics of gastric tumor sections reveal hidden features beyond 2D analyses,Integrative Computational Approaches 2,4/21/2026 9:00:00 AM,"Vanderbilt University Medical Center, Nashville, TN | LG AI Research, Seoul, Korea, Republic of",G4X,G4X,https://www.abstractsonline.com/pp8/#!/21436/presentation/3176
Apr 21,9:00 AM,Morning,61,4,3187,4189,16,Quantifying uncertainty in virtual spatial transcriptomics using Bayesian neural networks,Integrative Computational Approaches 2,4/21/2026 9:00:00 AM,"Central Peel Secondary School, Brampton, ON, Canada | Thomas Jefferson High School for Science and Technology, Alexandria, VA | Dartmouth College Geisel School of Medicine, Hanover, NH | California Institute of Technology, Pasadena, CA | Dartmouth-Hitchcock Medical Center, Lebanon, NH | Cedars-Sinai Medical Center, Los Angeles, CA",Visium,Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/3187
Apr 21,9:00 AM,Morning,61,4,2640,4218,14,ProteoBridge: Bridging skipped sections via histology-based protein prediction,Machine Learning Approaches for Cancer Prediction,4/21/2026 9:00:00 AM,"Section Surgical Research, Vanderbilt University Medical Center, Nashville, TN | Surgical Section Research, Vanderbilt University Medical Center, Nashville, TN | College of medicine, The Catholic University, Suwon, Korea, Republic of | LG AI Research, Seoul, Korea, Republic of | University of Texas Southwestern Medical Center, Dallas, TX",G4X,G4X,https://www.abstractsonline.com/pp8/#!/21436/presentation/2640
Apr 21,9:00 AM,Morning,61,4,1312,4235,3,Cell-level spatial transcriptomics detection of microenvironmental STAT1-expressing plasma cells in colorectal cancer recurrence by G4X,Adaptive Immunity in Cancer,4/21/2026 9:00:00 AM,"Cedars-Sinai Medical Center, Los Angeles, CA | Samuel Oschin Comprehensive Cancer Institute, Los Angeles, CA",G4X,G4X,https://www.abstractsonline.com/pp8/#!/21436/presentation/1312
Apr 21,9:00 AM,Morning,61,4,5300,4287,23,Cell killing dynamics and heterogeneity in engineered T-cells measured in live CellCage enclosures,CAR T Cell Functional Enhancement,4/21/2026 9:00:00 AM,"Cellanome, Inc., Redwood City, CA | Weill Cornell Medicine, New York, NY | Houston Methodist Research Institute, Houston, TX",Cellanome,Cellanome,https://www.abstractsonline.com/pp8/#!/21436/presentation/5300
Apr 21,9:00 AM,Morning,61,4,5673,4323,27,The SPHK2 inhibitor opaganib potentiates tumor-intrinsic STING activation in triple-negative breast cancer in vitro,Immunomodulatory Agents,4/21/2026 9:00:00 AM,"Cancer Biology, University of Kansas Medical Center, Kansas City, KS | Pathology and Laboratory Medicine, University of Kansas Medical Center, Kansas City, KS | Radiation Oncology, Orlando Health Cancer Institute, Orlando, FL",nCounter,nCounter,https://www.abstractsonline.com/pp8/#!/21436/presentation/5673
Apr 21,9:00 AM,Morning,61,4,5109,4354,25,Harnessing VLPs and nanodiscs to unlock antibody discovery for challenging membrane proteins,Monoclonal Antibodies and Antibody-Cytokine Platforms,4/21/2026 9:00:00 AM,"KACTUS, Waltham, MA",Antibody Discovery,Antibody Discovery,https://www.abstractsonline.com/pp8/#!/21436/presentation/5109
Apr 21,9:00 AM,Morning,61,4,5324,4389,29,Establishing a CTC-driven workflow for mRNA-transfected moDC production in personalized cancer immunotherapy,Vaccine Platforms and Target Identification,4/21/2026 9:00:00 AM,"Department of Medicine, Weill Cornell Medicine, New York, NY | Biomedical Sciences Institute, University of São Paulo, Sao Paulo, Brazil | Systems and Computational Biomedicine, Weill Cornell Medicine, New York, NY",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/5324
Apr 21,9:00 AM,Morning,61,4,5645,4477,25,Resistance interception: Development of novel immune checkpoint inhibitor as dynamic combination with Anti-PD-1 to overcome resistance,"Drug Combinations, Repurposing, and Differentiation",4/21/2026 9:00:00 AM,"Apricity Health, Inc., Houston, TX",Antibody Discovery,Antibody Discovery,https://www.abstractsonline.com/pp8/#!/21436/presentation/5645
Apr 21,9:00 AM,Morning,61,4,6111,4676,25,Therapeutic exploitation of AUTAC in hematologic malignancies with cardiac protection,Cell Death Regulation and Therapeutic Resistance in Cancer,4/21/2026 9:00:00 AM,"Virginia Commonwealth University, Richmond, VA",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/6111
Apr 21,9:00 AM,Morning,61,4,2030,4692,12,Environmental toxin-induced m6A RNA modification promotes R-loop accumulation and chromosomal instability,Insights into Genomic Instability,4/21/2026 9:00:00 AM,"Cell Biology & Physiology, University of New Mexico Health Sciences Center, Albuquerque, NM | Department of Epidemiology and Biostatistics, Indiana University, Bloomington, IN",Chromium,Chromium,https://www.abstractsonline.com/pp8/#!/21436/presentation/2030
Apr 21,9:00 AM,Morning,61,4,9143,4736,9,Trace metal signatures in non-small cell lung cancer: A pilot study of patients attended at Mount Sinai Hospital in New York City,Metabolic Features of Thoracic and Urologic Cancers,4/21/2026 9:00:00 AM,"Icahn School of Medicine at Mount Sinai, New York, NY | Mt. Sinai Medical Center Tisch Cancer Institute, New York, NY | Instituto Nacional de Cancerología (INCan), Mexico City, Mexico",Chromium,Chromium,https://www.abstractsonline.com/pp8/#!/21436/presentation/9143
Apr 21,9:00 AM,Morning,61,4,9174,4742,15,Investigating the crosstalk between metabolic reprogramming and epigenetic modifications in bone metastatic prostate cancer,Metabolic Features of Thoracic and Urologic Cancers,4/21/2026 9:00:00 AM,"University at Buffalo, State University of New York, Buffalo, NY",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/9174
Apr 21,9:00 AM,Morning,61,4,10751,4946,3,Osteopontin spatially rewires tumor-immune niches to promote colon cancer liver metastasis,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Biochemistry and Molecular Biology, Augusta University, Augusta, GA | Biostatistics, Data Science, and Epidemiology, School of Public Health, Augusta University, Augusta, GA",CosMx,CosMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/10751
Apr 21,9:00 AM,Morning,61,4,10754,4948,5,Spatial architectures of colorectal cancer microenvironment underlying immune checkpoint inhibitor response,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Graduate School of Medical Sciences, Weill Cornell Medicine, New York, NY | Department of Systems and Computational Biomedicine, Weill Cornell Medicine, New York, NY | Precision Oncology, Sanofi, Cambridge, MA | Precision Medicine and Computational Biology, Sanofi, Cambridge, MA | Caryl and Israel Englander Institute for Precision Medicine, Weill Cornell Medicine, New York, NY",CosMx,CosMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/10754
Apr 21,9:00 AM,Morning,61,4,10755,4949,6,High resolution spatial transcriptomics reveals dynamic remodeling of the tumor microenvironment during prostate cancer progression,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"University of Michigan, Ann Arbor, MI",Visium,Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/10755
Apr 21,9:00 AM,Morning,61,4,10759,4952,9,Spatial Transcriptomics reveals core resistance niches distinguishing non-MPR from MPR in NSCLC after neoadjuvant chemoimmunotherapy,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Portrai, Inc., Seoul, Korea, Republic of | Department of Pathology, Seoul National University Hospital, Seoul, Korea, Republic of | Department of Thoracic and Cardiovascular Surgery, Seoul National University Hospital, Seoul, Korea, Republic of",Visium,Visium,https://www.abstractsonline.com/pp8/#!/21436/presentation/10759
Apr 21,9:00 AM,Morning,61,4,10764,4956,13,Spatial and vascular microenvironmental features predict tumor-infiltrating lymphocyte expansion in glioblastoma,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Duke University School of Medicine, Durham, NC | Duke University, Durham, NC | Duke Cancer Institute, Durham, NC",Xenium,Xenium,https://www.abstractsonline.com/pp8/#!/21436/presentation/10764
Apr 21,9:00 AM,Morning,61,4,10771,4961,18,Cell type-specific adipokine signaling networks in the breast tumor microenvironment uncovered by high-plex spatial imaging,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"University of North Dakota | Epidemiology, Columbia University Mailman School of Public Health, New York, NY | Columbia University Irving Medical Center, New York, NY | Vagelos College of Physicians & Surgeons, New York, NY | Clinical Instructor, Dept. of Medicine, Rutgers Cancer Institute of New Jersey, New Brunswick, NJ | Kaiser Permanente Northern California, Oakland, CA | Kaiser Permanente, Oakland, CA | University of North Dakota, Grand Forks, ND",CosMx,CosMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/10771
Apr 21,9:00 AM,Morning,61,4,10773,4963,20,Cross platform validation of spatial domain identification reveals concordant tumor microenvironment architecture in NSCLC using integrated spatial transcriptomics and multiplex immunofluorescence,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"GSK, Heidelberg, Germany | GSK, Stevenage, United Kingdom",Xenium,Xenium,https://www.abstractsonline.com/pp8/#!/21436/presentation/10773
Apr 21,9:00 AM,Morning,61,4,10908,4968,25,Comprehensive multi-omic profiling of the tumor-immune microenvironment using Xenium transcriptomics and Hyperion XTi Imaging Mass Cytometry,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Standard BioTools Inc., South San Francisco, CA | BioChain Institute Inc., Newark, CA",Xenium,Xenium,https://www.abstractsonline.com/pp8/#!/21436/presentation/10908
Apr 21,9:00 AM,Morning,61,4,10913,4970,27,Transcriptomic analysis reveals myoepithelial cell reprogramming in invasive breast cancer,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"HCA Houston Healthcare Southeast, Pasadena, TX | The Bioinformatics CRO, Sanford, FL | BioChain Institute Inc., Newark, CA",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/10913
Apr 21,9:00 AM,Morning,61,4,10925,4972,29,KIT exon 9 versus exon 11 mutations imprint distinct spatial and phenotypic immune microenvironments in gastrointestinal stromal tumors,Spatial Niches and Functional Boundaries within the Tumor Microenvironment 1,4/21/2026 9:00:00 AM,"Immunospot, Cleveland, OH | Institute Bergonié, Bordeaux, France | Carine Ngo (Individual) | Sorbonne University, Paris, France | ImmuSmol, Pessac, France | INSERM U1138 (Centre de Recherche des Cordeliers), Paris, France | Léon Bérard Center, Lyon, France | Institute Bergonié, Bordeaux cedex, France",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/10925
Apr 21,9:00 AM,Morning,61,4,5779,5082,22,Loss of androgen receptor expression in triple negative breast cancer upregulates kinesin family member C1 (KIFC1) via increased β-catenin/TCF4 signaling,Etiology and Molecular Epidemiology Approaches to Decipher Cancer Disparities,4/21/2026 9:00:00 AM,"Department of Population Sciences, Beckman Research Institute of The City of Hope, Duarte, CA | UC San Diego, La Jolla, CA | Carrigent, Covina, CA | Division of Translational Bioinformatics, City of Hope Comprehensive Cancer Center, Duarte, CA | Department of Pathology, City of Hope Comprehensive Cancer Center, Duarte, CA | Department of Science, Rowland Hall, Salt Lake City, UT | Departments of Cellular & Molecular Medicine, Computer Science & Engineering, and Data Science, University of California San Diego, La Jolla, CA | LSU Health New Orleans, New Orleans, LA",GeoMx,GeoMx,https://www.abstractsonline.com/pp8/#!/21436/presentation/5779
Apr 21,9:00 AM,Morning,61,4,9394,5191,9,Multiscale engineering of PTPRZ1 CAR T cells through affinity-tuned binders and modular architecture optimization,Adoptive Cell Therapy 2,4/21/2026 9:00:00 AM,"Duke University, Durham, NC | University of Pennsylvania, Philadelphia, PA | University of Colorado, Aurora, CO | Duke University Medical Center, Durham, NC",CAR Library,CAR Library,https://www.abstractsonline.com/pp8/#!/21436/presentation/9394
Apr 21,9:00 AM,Morning,61,4,9397,5194,12,Oncolytic virus infected tumors drive AP-1 and IRF signaling in NK cells to sustain anti tumor activity,Adoptive Cell Therapy 2,4/21/2026 9:00:00 AM,"UT MD Anderson Cancer Center, Houston, TX | Asst. Professor, Dept. of Bioinformatics & Computational Bio., UT MD Anderson Cancer Center, Houston, TX | Dept. of Biochem. & Molec. Biology, UT MD Anderson Cancer Center, Houston, TX",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/9397
Apr 21,9:00 AM,Morning,61,4,9404,5199,17,uPAR-targeting CAR-NK cells enhance cytotoxicity against acute myeloid leukemia,Adoptive Cell Therapy 2,4/21/2026 9:00:00 AM,"Department of Stem Cell Transplantation and Cellular Therapy, The University of Texas MD Anderson Cancer Center, Houston, TX | Institute for Cell Therapy Discovery and Innovation, The University of Texas MD Anderson Cancer Center, Houston, TX | Division of Hematology Oncology, VCU Massey Comprehensive Cancer Center, Richmond, VA",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/9404
Apr 21,9:00 AM,Morning,61,4,9408,5203,21,Phosphorylated IRF7 enhances antitumor activity of GPC3-targeted CAR T cells in solid tumors,Adoptive Cell Therapy 2,4/21/2026 9:00:00 AM,"Ben Towne Center for Childhood Cancer and Blood Disorders Research, Seattle Children's Research Institute, Seattle, WA | Pediatrics - Oncology, Baylor College of Medicine, Houston, TX",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/9408
Apr 21,9:00 AM,Morning,61,4,9413,5206,24,Mitochondrial remodeling sustains CAR-NK stemness for superior tumor control,Adoptive Cell Therapy 2,4/21/2026 9:00:00 AM,"UT MD Anderson Cancer Center, Houston, TX | UT MD Anderson Cancer Center, Houston, TX, Houston, TX | UT MD Anderson Cancer Center, houston, TX",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/9413
Apr 21,9:00 AM,Morning,61,4,9664,5393,6,"Preclinical efficacy and safety profile of NPX125, a novel ADC targeting B7-H7",Redefining Targeted Therapy: Bispecific T-Cell Engagers and Antibody-Drug Conjugates 2,4/21/2026 9:00:00 AM,"NextPoint Therapeutics, Cambridge, MA",Incucyte,Incucyte,https://www.abstractsonline.com/pp8/#!/21436/presentation/9664
Apr 21,9:00 AM,Morning,61,4,12094,CT188,10,Intralesional PD-1 blockade for oral cancer prevention: First-in-class phase 1 trial,Phase I Clinical Trials,4/21/2026 9:00:00 AM,"UT MD Anderson Cancer Center, Houston, TX",Xenium,Xenium,https://www.abstractsonline.com/pp8/#!/21436/presentation/12094
Apr 21,9:00 AM,Morning,61,4,9067,4705,3,A clearer picture of cachexia: Leveraging body composition imaging in C26 tumored mice,Metabolic Alterations in Colorectal and Gastrointestinal Cancers,4/21/2026 9:00:00 AM,"Reaction Biology Europe GmbH, Freiburg im Breisgau, Germany | Reaction Biology Corp, Boston, MA | Reaction Biology Corp, Malvern, PA | Reaction Biology Corp, Hummelstown, PA | Reaction Biology Corp, Lancaster, PA | Reaction Biology Corp, Hershey, PA",,Bruker,https://www.abstractsonline.com/pp8/#!/21436/presentation/9067
